rating
"9.3
 (2.9M)"
"9.2
 (2M)"
"9.0
 (2.9M)"
"9.0
 (1.4M)"
"9.0
 (871K)"
"9.0
 (1.5M)"
"9.0
 (2M)"
"8.9
 (2.2M)"
"8.9
 (2M)"
"8.8
 (815K)"
"8.8
 (2.3M)"
"8.8
 (1.8M)"
"8.8
 (2.3M)"
"8.8
 (2.6M)"
"8.7
 (1.4M)"
"8.7
 (2.1M)"
"8.7
 (1.3M)"
"8.7
 (1.1M)"
"8.6
 (1.8M)"
"8.7
 (2.1M)"
"8.6
 (501K)"
"8.6
 (368K)"
"8.6
 (1.6M)"
"8.6
 (1.5M)"
"8.6
 (804K)"
"8.6
 (746K)"
"8.6
 (1.4M)"
"8.6
 (1.2M)"
"8.6
 (1.5M)"
"8.6
 (442K)"
"8.5
 (1.3M)"
"8.6
 (855K)"
"8.5
 (918K)"
"8.5
 (969K)"
"8.5
 (722K)"
"8.5
 (1.6M)"
"8.6
 (378K)"
"8.5
 (1.1M)"
"8.5
 (1.4M)"
"8.5
 (1.3M)"
"8.5
 (1.2M)"
"8.5
 (998K)"
"8.5
 (1.4M)"
"8.5
 (313K)"
"8.6
 (70K)"
"8.5
 (1.1M)"
"8.5
 (608K)"
"8.5
 (934K)"
"8.5
 (284K)"
"8.5
 (261K)"
"8.5
 (525K)"
"8.5
 (350K)"
"8.5
 (956K)"
"8.5
 (197K)"
"8.5
 (1.7M)"
"8.4
 (713K)"
"8.4
 (1.3M)"
"8.4
 (1.2M)"
"8.9
 (118K)"
"8.4
 (1M)"
"8.4
 (412K)"
"8.4
 (237K)"
"8.4
 (1.2M)"
"8.4
 (214K)"
"8.4
 (677K)"
"8.4
 (139K)"
"8.4
 (1.1M)"
"8.4
 (238K)"
"8.4
 (767K)"
"8.4
 (1.6M)"
"8.4
 (1.8M)"
"8.3
 (520K)"
"8.4
 (596K)"
"8.3
 (640K)"
"8.3
 (1.2M)"
"8.4
 (430K)"
"8.3
 (1.1M)"
"8.4
 (1.3M)"
"8.4
 (265K)"
"8.3
 (1.1M)"
"8.3
 (1.1M)"
"8.3
 (436K)"
"8.4
 (1.5M)"
"8.4
 (324K)"
"8.4
 (54K)"
"8.3
 (379K)"
"8.4
 (437K)"
"8.3
 (262K)"
"8.4
 (106K)"
"8.4
 (98K)"
"8.3
 (902K)"
"8.3
 (896K)"
"8.3
 (1.1M)"
"8.3
 (1.1M)"
"8.3
 (367K)"
"8.3
 (723K)"
"8.3
 (1.1M)"
"8.3
 (88K)"
"8.3
 (752K)"
"8.3
 (316K)"
"8.3
 (198K)"
"8.3
 (203K)"
"8.3
 (347K)"
"8.3
 (467K)"
"8.3
 (169K)"
"8.3
 (921K)"
"8.3
 (168K)"
"8.3
 (429K)"
"8.3
 (794K)"
"8.3
 (797K)"
"8.3
 (723K)"
"8.3
 (1.1M)"
"8.3
 (884K)"
"8.3
 (334K)"
"8.3
 (260K)"
"8.3
 (281K)"
"8.2
 (814K)"
"8.2
 (949K)"
"8.3
 (208K)"
"8.3
 (186K)"
"8.2
 (914K)"
"8.2
 (621K)"
"8.2
 (681K)"
"8.3
 (115K)"
"8.3
 (176K)"
"8.2
 (926K)"
"8.2
 (376K)"
"8.3
 (212K)"
"8.2
 (276K)"
"8.2
 (1.6M)"
"8.2
 (1.6M)"
"8.2
 (285K)"
"8.2
 (578K)"
"8.2
 (135K)"
"8.2
 (195K)"
"8.3
 (86K)"
"8.2
 (1.2M)"
"8.2
 (139K)"
"8.2
 (1.5M)"
"8.2
 (708K)"
"8.2
 (644K)"
"8.2
 (567K)"
"8.2
 (1.1M)"
"8.2
 (137K)"
"8.2
 (1.1M)"
"8.2
 (705K)"
"8.2
 (438K)"
"8.2
 (1.1M)"
"8.2
 (991K)"
"8.2
 (469K)"
"8.2
 (1.2M)"
"8.2
 (133K)"
"8.2
 (132K)"
"8.2
 (572K)"
"8.2
 (260K)"
"8.2
 (1.1M)"
"8.2
 (815K)"
"8.2
 (453K)"
"8.2
 (181K)"
"8.2
 (259K)"
"8.2
 (190K)"
"8.1
 (351K)"
"8.2
 (335K)"
"8.1
 (618K)"
"8.2
 (223K)"
"8.2
 (1.2M)"
"8.1
 (791K)"
"8.1
 (382K)"
"8.1
 (558K)"
"8.1
 (728K)"
"8.1
 (234K)"
"8.2
 (191K)"
"8.1
 (730K)"
"8.1
 (1.1M)"
"8.2
 (887K)"
"8.1
 (500K)"
"8.1
 (817K)"
"8.1
 (724K)"
"8.1
 (953K)"
"8.1
 (383K)"
"8.2
 (81K)"
"8.1
 (744K)"
"8.1
 (255K)"
"8.1
 (826K)"
"8.1
 (341K)"
"8.1
 (891K)"
"8.1
 (184K)"
"8.1
 (1.1M)"
"8.1
 (1.1M)"
"8.1
 (599K)"
"8.1
 (119K)"
"8.1
 (550K)"
"8.1
 (219K)"
"8.1
 (188K)"
"8.1
 (218K)"
"8.1
 (364K)"
"8.1
 (983K)"
"8.1
 (99K)"
"8.1
 (166K)"
"8.2
 (57K)"
"8.1
 (804K)"
"8.1
 (663K)"
"8.1
 (183K)"
"8.1
 (67K)"
"8.1
 (187K)"
"8.1
 (115K)"
"8.1
 (831K)"
"8.1
 (122K)"
"8.1
 (481K)"
"8.1
 (69K)"
"8.1
 (864K)"
"8.1
 (452K)"
"8.1
 (631K)"
"8.1
 (199K)"
"8.1
 (837K)"
"8.1
 (504K)"
"8.1
 (373K)"
"8.1
 (928K)"
"8.1
 (441K)"
"8.1
 (198K)"
"8.1
 (61K)"
"8.1
 (289K)"
"8.1
 (71K)"
"8.1
 (1.2M)"
"8.1
 (457K)"
"8.7
 (218K)"
"8.1
 (516K)"
"8.1
 (171K)"
"8.1
 (430K)"
"8.1
 (444K)"
"8.0
 (813K)"
